benchmark,benchmark_version,cpu_clock_freq,cpu_cores,cpu_litho,cpu_make,cpu_score,cpu_sku,cpu_socket,cpu_tdp,date,gpu,gpu_avg_clock_freq,gpu_avg_memclock_freq,gpu_avg_temp,gpu_clock_freq,gpu_count,gpu_driver_status,gpu_driver_version,gpu_memclock_freq,gpu_score,gpu_vendor,gpu_vram,os,ram,ram_clock_freq,score
Time Spy,1.2,5203,10,14 nm,Intel,15919,Intel Core i9-10900KF Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,2005,1330,53,2145,1,Approved ,27.21.14.5655,1350,19528,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4600,18885
Time Spy,1.2,5503,10,14 nm,Intel,17256,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1940,1343,45,2145,1,Approved ,27.21.14.5638,1343,19189,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),16384,4700,18871
Time Spy,1.2,5203,10,14 nm,Intel,15873,Intel Core i9-10900KF Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,2011,1336,52,2190,1,Approved ,27.21.14.5655,1357,19516,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4600,18866
Time Spy,1.2,5201,10,14 nm,Intel,16119,Intel Core i9-10900KF Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1997,1336,52,2100,1,Approved ,27.21.14.5655,1357,19449,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4596,18864
Time Spy,1.2,5203,10,14 nm,Intel,16631,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1967,1312,53,2175,1,Approved ,27.21.14.5638,1313,19321,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),32768,4596,18863
Time Spy,1.2,5203,10,14 nm,Intel,16008,Intel Core i9-10900KF Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1987,1318,51,2190,1,Approved ,27.21.14.5655,1338,19454,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4600,18845
Time Spy,1.2,5503,10,14 nm,Intel,17198,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1936,1330,45,2145,1,Approved ,27.21.14.5638,1330,19166,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),16384,4700,18842
Time Spy,1.2,5203,10,14 nm,Intel,15898,Intel Core i9-10900KF Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1996,1346,51,2145,1,Approved ,27.21.14.5655,1357,19457,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4598,18824
Time Spy,1.2,5203,10,14 nm,Intel,16008,Intel Core i9-10900KF Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,2017,1346,51,2190,1,Approved ,27.21.14.5655,1357,19413,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4600,18812
Time Spy,1.2,5503,10,14 nm,Intel,17306,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1935,1277,46,2130,1,Approved ,27.21.14.5638,1277,18997,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),16384,4698,18722
Time Spy,1.2,5308,10,14 nm,Intel,16362,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1959,1304,44,2100,1,Approved ,27.21.14.5655,1304,19200,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4404,18713
Time Spy,1.2,5308,10,14 nm,Intel,16426,Intel Core i9-10900K Processor,FCLGA1200,125,September 24 2020,NVIDIA GeForce RTX 3080,1936,1300,45,2070,1,Approved ,27.21.14.5638,1300,19183,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4402,18711
Time Spy,1.2,5203,10,14 nm,Intel,16044,Intel Core i9-10900KF Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,2023,1348,52,2160,1,Approved ,27.21.14.5655,1360,19260,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4600,18697
Time Spy,1.2,4902,10,14 nm,Intel,14928,Intel Core i9-10900KF Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1967,1308,45,2145,1,Approved ,27.21.14.5655,1338,19511,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3998,18652
Time Spy,1.2,4576,12,7 nm,AMD,15038,AMD Ryzen 9 3900X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,2029,1328,40,2190,1,Approved ,27.21.14.5655,1328,19473,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,18648
Time Spy,1.2,5503,10,14 nm,Intel,17042,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1919,1344,49,2115,1,Approved ,27.21.14.5638,1344,18932,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4698,18622
Time Spy,1.2,4526,12,7 nm,AMD,14879,AMD Ryzen 9 3900X,AM4,105,September 27 2020,NVIDIA GeForce RTX 3080,2005,1328,38,2070,1,Approved ,27.21.14.5638,1328,19483,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,18618
Time Spy,1.2,4902,10,14 nm,Intel,14922,Intel Core i9-10900KF Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1993,1328,45,2145,1,Approved ,27.21.14.5655,1338,19468,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4000,18617
Time Spy,1.2,4904,10,14 nm,Intel,14882,Intel Core i9-10900KF Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1995,1328,45,2145,1,Approved ,27.21.14.5655,1338,19472,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3998,18610
Time Spy,1.2,4509,16,7 nm,AMD,16403,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1981,1282,46,2220,1,Approved ,27.21.14.5655,1282,19056,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18604
Time Spy,1.2,4509,16,7 nm,AMD,16392,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1988,1282,46,2235,1,Approved ,27.21.14.5655,1282,19045,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18593
Time Spy,1.2,5308,10,14 nm,Intel,16127,Intel Core i9-10900K Processor,FCLGA1200,125,September 23 2020,NVIDIA GeForce RTX 3080,1938,1307,54,2070,1,Approved ,27.21.14.5638,1307,19097,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4402,18583
Time Spy,1.2,5308,10,14 nm,Intel,16134,Intel Core i9-10900K Processor,FCLGA1200,125,September 23 2020,NVIDIA GeForce RTX 3080,1934,1304,51,2055,1,Approved ,27.21.14.5638,1304,19091,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4404,18580
Time Spy,1.2,4509,16,7 nm,AMD,16536,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1965,1282,46,2190,1,Approved ,27.21.14.5655,1282,18973,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18562
Time Spy,1.2,4509,16,7 nm,AMD,16536,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1974,1282,46,2205,1,Approved ,27.21.14.5655,1282,18971,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18561
Time Spy,1.2,4509,16,7 nm,AMD,16486,AMD Ryzen 9 3950X,AM4,105,September 24 2020,NVIDIA GeForce RTX 3080,1955,1281,46,2190,1,Approved ,27.21.14.5638,1281,18982,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18560
Time Spy,1.0,5303,10,14 nm,Intel,15724,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1962,1282,50,2160,1,Approved ,27.21.14.5638,1282,19159,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),32768,3600,18551
Time Spy,1.2,5308,10,14 nm,Intel,16310,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1934,1304,44,2070,1,Approved ,27.21.14.5655,1304,19007,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4402,18546
Time Spy,1.2,5308,10,14 nm,Intel,16340,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1935,1300,45,2070,1,Approved ,27.21.14.5655,1300,18990,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4404,18539
Time Spy,1.2,5002,10,14 nm,Intel,15641,Intel Core i9-10900KF Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1964,1363,47,2100,1,Approved ,27.21.14.5655,1363,19150,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4398,18526
Time Spy,1.2,4509,16,7 nm,AMD,16280,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1978,1282,46,2220,1,Approved ,27.21.14.5655,1282,18988,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18525
Time Spy,1.2,5404,10,14 nm,Intel,16693,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1915,1345,54,2160,1,Approved ,27.21.14.5638,1345,18887,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18521
Time Spy,1.2,4904,10,14 nm,Intel,15003,Intel Core i9-10900KF Processor,FCLGA1200,125,September 23 2020,NVIDIA GeForce RTX 3080,1988,1250,45,2100,1,Approved ,27.21.14.5638,1250,19316,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4000,18517
Time Spy,1.2,5500,10,14 nm,Intel,17087,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,N/A,N/A,N/A,1555,1,Approved ,27.21.14.5638,1345,18789,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18512
Time Spy,1.2,5203,10,14 nm,Intel,15476,Intel Core i9-10900K Processor,FCLGA1200,125,September 20 2020,NVIDIA GeForce RTX 3080,1966,1253,54,2085,1,Approved ,27.21.14.5638,1263,19149,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4000,18490
Time Spy,1.2,5203,10,14 nm,Intel,15526,Intel Core i9-10900K Processor,FCLGA1200,125,September 20 2020,NVIDIA GeForce RTX 3080,1970,1253,54,2085,1,Approved ,27.21.14.5638,1263,19103,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4000,18464
Time Spy,1.2,4509,16,7 nm,AMD,16517,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1930,1282,46,2160,1,Approved ,27.21.14.5638,1282,18855,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18462
Time Spy,1.2,5404,10,14 nm,Intel,16744,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1904,1345,54,2130,1,Approved ,27.21.14.5638,1345,18801,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4698,18460
Time Spy,1.2,5403,10,14 nm,Intel,16783,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1904,1345,52,2130,1,Approved ,27.21.14.5638,1345,18788,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18457
Time Spy,1.2,5604,10,14 nm,Intel,17322,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1890,1344,48,2115,1,Approved ,27.21.14.5638,1344,18670,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4696,18454
Time Spy,1.2,4509,16,7 nm,AMD,16467,AMD Ryzen 9 3950X,AM4,105,September 24 2020,NVIDIA GeForce RTX 3080,1938,1281,45,2160,1,Approved ,27.21.14.5638,1281,18854,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18452
Time Spy,1.2,4509,16,7 nm,AMD,16418,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1931,1282,46,2160,1,Approved ,27.21.14.5638,1282,18854,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18443
Time Spy,1.2,5504,10,14 nm,Intel,17034,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1896,1344,61,2115,1,Approved ,27.21.14.5638,1344,18705,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18433
Time Spy,1.2,5603,10,14 nm,Intel,17297,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1890,1344,47,2100,1,Approved ,27.21.14.5638,1344,18639,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4698,18424
Time Spy,1.2,5001,10,14 nm,Intel,15533,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1964,1188,51,2040,1,Approved ,27.21.14.5638,1188,18982,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4496,18370
Time Spy,1.2,5303,10,14 nm,Intel,16456,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1955,1259,56,2130,1,Approved ,27.21.14.5655,1288,18753,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18368
Time Spy,1.2,4724,16,7 nm,AMD,16058,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1965,1297,51,2085,1,Approved ,27.21.14.5638,1297,18837,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,GIGABYTE,18360
Time Spy,1.2,4499,16,7 nm,AMD,15638,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1908,1268,38,1950,1,Approved ,27.21.14.5638,1287,18935,Gainward GmbH,10240,64-bit Windows 10 (10.0.18363),32768,3798,18354
Time Spy,1.2,4576,16,7 nm,AMD,15573,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1935,1278,34,1965,1,Approved ,27.21.14.5638,1287,18951,Gainward GmbH,10240,64-bit Windows 10 (10.0.18363),32768,3798,18353
Time Spy,1.2,4509,16,7 nm,AMD,16381,AMD Ryzen 9 3950X,AM4,105,September 23 2020,NVIDIA GeForce RTX 3080,1929,1281,49,2145,1,Approved ,27.21.14.5638,1281,18750,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18351
Time Spy,1.2,5303,10,14 nm,Intel,15919,Intel Core i9-10900K Processor,FCLGA1200,125,September 19 2020,NVIDIA GeForce RTX 3080,1912,1297,53,2205,1,Approved ,27.21.14.5638,1307,18855,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),16384,4000,18347
Time Spy,1.2,5308,10,14 nm,Intel,15994,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1952,1313,53,2070,1,Approved ,27.21.14.5638,1313,18823,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4404,18336
Time Spy,1.2,5604,10,14 nm,Intel,17018,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1887,1344,47,2085,1,Approved ,27.21.14.5638,1344,18588,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18334
Time Spy,1.2,4509,16,7 nm,AMD,16340,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1924,1282,48,2055,1,Approved ,27.21.14.5638,1282,18731,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18328
Time Spy,1.2,4208,16,7 nm,AMD,15727,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1937,1282,46,2160,1,Approved ,27.21.14.5638,1282,18850,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18304
Time Spy,1.2,4499,16,7 nm,AMD,15584,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1912,1278,38,1950,1,Approved ,27.21.14.5638,1287,18878,Gainward GmbH,10240,64-bit Windows 10 (10.0.18363),32768,3798,18297
Time Spy,1.2,5604,10,14 nm,Intel,17285,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1867,1344,48,2115,1,Approved ,27.21.14.5638,1344,18475,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18286
Time Spy,1.2,5303,10,14 nm,Intel,16494,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1910,1269,57,2100,1,Approved ,27.21.14.5655,1288,18644,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18286
Time Spy,1.2,5002,10,14 nm,Intel,15536,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1947,1188,50,2040,1,Approved ,27.21.14.5638,1188,18866,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4496,18278
Time Spy,1.2,5603,10,14 nm,Intel,17318,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1862,1344,47,2100,1,Approved ,27.21.14.5638,1344,18455,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18275
Time Spy,1.2,5308,10,14 nm,Intel,16065,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1936,1300,45,2070,1,Approved ,27.21.14.5638,1300,18730,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4404,18275
Time Spy,1.2,4509,16,7 nm,AMD,16306,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1925,1272,46,2160,1,Approved ,27.21.14.5638,1282,18654,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18259
Time Spy,1.2,5303,10,14 nm,Intel,16486,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1925,1268,57,2085,1,Approved ,27.21.14.5655,1288,18605,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18253
Time Spy,1.0,4401,16,7 nm,AMD,14526,AMD Ryzen 9 3950X,AM4,105,September 20 2020,NVIDIA GeForce RTX 3080,1982,1250,42,2160,1,Approved ,27.21.14.5638,1269,19117,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3598,18251
Time Spy,1.2,5401,10,14 nm,Intel,16736,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1877,1344,48,2085,1,Approved ,27.21.14.5638,1344,18547,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18250
Time Spy,1.2,5203,10,14 nm,Intel,15916,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1939,1250,71,2055,1,Approved ,27.21.14.5655,1250,18734,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,4300,18249
Time Spy,1.2,5303,10,14 nm,Intel,16547,Intel Core i9-10900K Processor,FCLGA1200,125,September 27 2020,NVIDIA GeForce RTX 3080,1912,1288,54,2025,1,Approved ,27.21.14.5638,1288,18586,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18248
Time Spy,1.2,4509,16,7 nm,AMD,16448,AMD Ryzen 9 3950X,AM4,105,September 22 2020,NVIDIA GeForce RTX 3080,1903,1281,52,2145,1,Approved ,27.21.14.5638,1281,18583,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18228
Time Spy,1.2,5303,10,14 nm,Intel,16509,Intel Core i9-10900K Processor,FCLGA1200,125,September 27 2020,NVIDIA GeForce RTX 3080,1944,1294,54,2025,1,Approved ,27.21.14.5638,1294,18566,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18225
Time Spy,1.2,5403,10,14 nm,Intel,16768,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1868,1344,48,2040,1,Approved ,27.21.14.5638,1344,18508,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4698,18224
Time Spy,1.0,4401,16,7 nm,AMD,14588,AMD Ryzen 9 3950X,AM4,105,September 20 2020,NVIDIA GeForce RTX 3080,2008,1260,41,2160,1,Approved ,27.21.14.5638,1269,19061,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3598,18222
Time Spy,1.2,5004,10,14 nm,Intel,15124,Intel Core i9-10900KF Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1939,1241,55,2115,1,Approved ,27.21.14.5638,1250,18893,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18362),16384,4000,18212
Time Spy,1.2,5301,10,14 nm,Intel,14471,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,2022,1275,55,2100,1,Approved ,27.21.14.5638,1275,19082,NVidia Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3598,18211
Time Spy,1.2,5303,10,14 nm,Intel,16513,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1892,1256,57,2025,1,Approved ,27.21.14.5638,1275,18536,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18201
Time Spy,1.2,4509,16,7 nm,AMD,16366,AMD Ryzen 9 3950X,AM4,105,September 23 2020,NVIDIA GeForce RTX 3080,1932,1281,52,2145,1,Approved ,27.21.14.5638,1281,18566,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18199
Time Spy,1.2,4509,16,7 nm,AMD,16310,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1922,1282,46,2115,1,Approved ,27.21.14.5655,1282,18579,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18199
Time Spy,1.2,4526,12,7 nm,AMD,14753,AMD Ryzen 9 3900X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1975,1313,51,2085,1,Approved ,27.21.14.5638,1313,18980,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,18197
Time Spy,1.2,5303,10,14 nm,Intel,16547,Intel Core i9-10900K Processor,FCLGA1200,125,September 27 2020,NVIDIA GeForce RTX 3080,1919,1294,54,2025,1,Approved ,27.21.14.5638,1294,18522,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4530,18196
Time Spy,1.2,5309,10,14 nm,Intel,16134,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1945,1300,46,2070,1,Approved ,27.21.14.5655,1300,18617,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4402,18196
Time Spy,1.2,5303,10,14 nm,Intel,16479,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1947,1278,58,2100,1,Approved ,27.21.14.5655,1288,18536,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18195
Time Spy,1.2,4509,16,7 nm,AMD,16207,AMD Ryzen 9 3950X,AM4,105,September 27 2020,NVIDIA GeForce RTX 3080,1943,1213,44,2055,1,Approved ,27.21.14.5638,1213,18597,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18194
Time Spy,1.2,4574,16,7 nm,AMD,15658,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1909,1287,35,1965,1,Approved ,27.21.14.5638,1287,18726,Gainward GmbH,10240,64-bit Windows 10 (10.0.18363),32768,3798,18191
Time Spy,1.2,5004,10,14 nm,Intel,15111,Intel Core i9-10900KF Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1936,1236,54,2100,1,Approved ,27.21.14.5638,1250,18862,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18362),16384,4100,18184
Time Spy,1.2,4509,16,7 nm,AMD,16288,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1902,1282,47,2100,1,Approved ,27.21.14.5638,1282,18558,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18177
Time Spy,1.2,5203,10,14 nm,Intel,16437,Intel Core i9-10900K Processor,FCLGA1200,125,September 17 2020,NVIDIA GeForce RTX 3080,1987,1267,58,2010,1,Approved ,27.21.14.5616,1267,18522,Colorful,10240,64-bit Windows 10 (10.0.19041),16384,4600,18176
Time Spy,1.2,5503,10,14 nm,Intel,17210,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1865,1251,52,2010,1,Approved ,27.21.14.5638,1251,18358,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),16384,4700,18176
Time Spy,1.2,5004,10,14 nm,Intel,15066,Intel Core i9-10900KF Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1950,1257,56,2100,1,Approved ,27.21.14.5638,1257,18861,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18362),16384,3998,18174
Time Spy,1.2,5103,10,14 nm,Intel,14087,Intel Core i9-10900K Processor,FCLGA1200,125,September 23 2020,NVIDIA GeForce RTX 3080,1967,1229,65,2115,1,Approved ,27.21.14.5638,1238,19149,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4000,18169
Time Spy,1.2,5303,10,14 nm,Intel,16570,Intel Core i9-10900K Processor,FCLGA1200,125,September 27 2020,NVIDIA GeForce RTX 3080,1913,1278,54,2025,1,Approved ,27.21.14.5638,1288,18482,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18167
