benchmark,benchmark_version,cmbnd,cmbnd_t,cpu_clock_freq,cpu_cores,cpu_litho,cpu_make,cpu_score,cpu_sku,cpu_socket,cpu_t,cpu_test,cpu_tdp,date,gpu,gpu_avg_clock_freq,gpu_avg_memclock_freq,gpu_avg_temp,gpu_clock_freq,gpu_count,gpu_driver_status,gpu_driver_version,gpu_memclock_freq,gpu_score,gpu_vendor,gpu_vram,gt1,gt2,os,ram,ram_clock_freq,score,storage,user
Fire Strike,1.1,10649,49.53,4902,10,14,Intel,29987,Core i9-10900KF Processor,FCLGA1200,95.2,95.2,125,September 29 2020,NVIDIA GeForce RTX 3080,2073,1188,44,2130,1,Approved ,27.21.14.5655,1188,45716,"Micro-Star International Co ., Ltd.",10240,227.19,176.66,64-bit Windows 10 (10.0.19041),32768,3998,32469,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Ustinel
Fire Strike,1.1,13846,64.4,4590,16,7,AMD,32691,Ryzen 9 3950X,AM4,103.78,103.78,105,September 23 2020,NVIDIA GeForce RTX 3080,1912,1185,70,2010,1,Approved ,27.21.14.5638,1188,39491,"Micro-Star International Co ., Ltd.",10240,192.28,155.1,64-bit Windows 10 (10.0.19041),16384,3192,32465,"1,000 GB Samsung SSD 860 QVO 1TB",dogenzenji
Fire Strike,1.1,14699,68.37,4516,16,7,AMD,30813,Ryzen 9 3950X,AM4,97.82,97.82,105,September 25 2020,NVIDIA GeForce RTX 3080,1960,1175,59,2025,1,Approved ,27.21.14.5638,1188,39203,"Asustek Computer, Inc.",10240,181.4,160.75,64-bit Windows 10 (10.0.19041),32768,3192,32464,"1,000 GB Samsung SSD 970 EVO Plus 1TB",TheMadmanLabs
Fire Strike,1.1,12270,57.07,5002,8,14,Intel,26897,Core i9-9900K Processor,FCLGA1151,85.39,85.39,95,September 21 2020,NVIDIA GeForce RTX 3080,1975,1175,61,2055,1,Approved ,27.21.14.5638,1188,43916,NVidia Corporation,10240,221.78,167.63,64-bit Windows 10 (10.0.19041),16384,4300,32462,960 GB Force MP510,SseuBaek
Fire Strike,1.1,10427,48.5,5002,10,14,Intel,30726,Core i9-10900KF Processor,FCLGA1200,97.54,97.54,125,September 20 2020,NVIDIA GeForce RTX 3080,2051,1288,44,2115,1,Approved ,27.21.14.5638,1288,45917,"Micro-Star International Co ., Ltd.",10240,228.32,177.36,64-bit Windows 10 (10.0.19041),16384,4400,32461,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,12036,55.99,5004,8,14,Intel,26779,Core i7-10700K Processor,FCLGA1200,85.01,85.01,125,September 25 2020,NVIDIA GeForce RTX 3080,1932,1275,61,1995,1,Approved ,27.21.14.5638,1275,44371,NVidia Corporation,10240,221.46,170.9,64-bit Windows 10 (10.0.19041),16384,4000,32454,"1,000 GB CT1000MX500SSD1",Digi-3
Fire Strike,1.1,11209,52.14,5002,10,14,Intel,30468,Core i9-10900K Processor,FCLGA1200,96.73,96.73,125,September 29 2020,NVIDIA GeForce RTX 3080,2024,1327,57,2145,1,Approved ,27.21.14.5655,1327,44166,"Micro-Star International Co ., Ltd.",10240,217.41,171.96,64-bit Windows 10 (10.0.19041),16384,4500,32440,500 GB Samsung SSD 970 EVO Plus 500GB,언더아머단속반
Fire Strike,1.1,11519,53.58,5002,10,14,Intel,29347,Core i9-10900KF Processor,FCLGA1200,93.17,93.17,125,September 20 2020,NVIDIA GeForce RTX 3080,1967,1188,54,2010,1,Approved ,27.21.14.5638,1188,44009,"Asustek Computer, Inc.",10240,219.21,169.77,64-bit Windows 10 (10.0.19041),16384,4198,32431,512 GB SAMSUNG MZVLB512HBJQ-00000,0209kwon
Fire Strike,1.1,13707,63.76,4551,16,7,AMD,32111,Ryzen 9 3950X,AM4,101.94,101.94,105,September 29 2020,NVIDIA GeForce RTX 3080,2048,1250,62,2085,1,Approved ,27.21.14.5655,1250,39743,"Giga-Byte Technology Co., Ltd.",10240,187.04,160.57,64-bit Windows 10 (10.0.19041),32768,3598,32427,500 GB Samsung SSD 970 EVO Plus 500GB,Carrera-3
Fire Strike,1.1,12020,55.91,5103,8,14,Intel,25679,Core i9-9900K Processor,FCLGA1151,81.52,81.52,95,September 18 2020,NVIDIA GeForce RTX 3080,1978,1271,56,2010,1,Approved ,27.21.14.5638,1271,44965,"Giga-Byte Technology Co., Ltd.",10240,224.72,173.01,64-bit Windows 10 (10.0.19041),16384,4266,32424,500 GB WDS500G3X0C-00SJG0,haudoncho
Fire Strike,1.1,11666,54.26,5002,8,14,Intel,25805,Core i7-10700KF Processor,FCLGA1200,81.92,81.92,125,September 29 2020,NVIDIA GeForce RTX 3080,2029,1263,52,2130,1,Approved ,27.21.14.5655,1263,45557,"Micro-Star International Co ., Ltd.",10240,226.46,176.02,64-bit Windows 10 (10.0.19041),32768,4000,32417,"2,048 GB Samsung SSD 960 PRO 2TB",erikham
Fire Strike,1.1,11692,54.38,5002,8,14,Intel,26360,Core i9-9900K Processor,FCLGA1151,83.69,83.69,95,September 30 2020,NVIDIA GeForce RTX 3080,2008,1282,51,2085,1,Approved ,27.21.14.5655,1282,45166,"Micro-Star International Co ., Ltd.",10240,224.62,174.45,64-bit Windows 10 (10.0.19041),16384,4000,32416,500 GB Samsung SSD 850 EVO 500GB,jincosmos
Fire Strike,1.1,14379,66.88,4001,16,7,AMD,31629,Ryzen 9 3950X,AM4,100.41,100.41,105,September 24 2020,NVIDIA GeForce RTX 3080,1871,1188,75,1920,1,Approved ,27.21.14.5638,1188,39150,ZOTAC,10240,191.29,153.33,64-bit Windows 10 (10.0.18363),65536,3198,32410,500 GB Samsung SSD 970 EVO Plus 500GB,Toyosatomimino Miko
Fire Strike,1.1,11123,51.74,5002,8,14,Intel,26920,Core i7-10700KF Processor,FCLGA1200,85.46,85.46,125,September 24 2020,NVIDIA GeForce RTX 3080,2037,1250,52,2070,1,Approved ,27.21.14.5638,1250,46024,"Asustek Computer, Inc.",10240,230.66,176.7,64-bit Windows 10 (10.0.19041),16384,4298,32406,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",Nasso
Fire Strike,1.1,10421,48.47,5001,10,14,Intel,30607,Core i9-10900KF Processor,FCLGA1200,97.17,97.17,125,September 20 2020,NVIDIA GeForce RTX 3080,2047,1288,44,2115,1,Approved ,27.21.14.5638,1288,45833,"Micro-Star International Co ., Ltd.",10240,227.6,177.23,64-bit Windows 10 (10.0.19041),16384,4398,32403,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,11817,54.96,4902,8,14,Intel,25946,Core i7-10700K Processor,FCLGA1200,82.37,82.37,125,September 26 2020,NVIDIA GeForce RTX 3080,2026,1213,56,2040,1,Approved ,27.21.14.5638,1213,45130,"Asustek Computer, Inc.",10240,227.52,172.49,64-bit Windows 10 (10.0.18363),16384,4000,32402,"1,024 GB HP SSD EX920 1TB",Jamesbound
Fire Strike,1.1,11486,53.43,5103,8,14,Intel,26914,Core i7-10700KF Processor,FCLGA1200,85.44,85.44,125,September 28 2020,NVIDIA GeForce RTX 3080,2086,1313,48,2145,1,Approved ,27.21.14.5655,1313,45223,"Micro-Star International Co ., Ltd.",10240,225.94,174.04,64-bit Windows 10 (10.0.19041),32768,4132,32400,256 GB Samsung SSD 850 PRO 256GB,Bigpoppa-2
Fire Strike,1.1,11424,53.14,5002,8,14,Intel,26699,Core i7-10700K Processor,FCLGA1200,84.76,84.76,125,September 30 2020,NVIDIA GeForce RTX 3080,2078,1335,44,2130,1,Approved ,27.21.14.5655,1335,45463,EVGA Corporation,10240,225.71,175.82,64-bit Windows 10 (10.0.18363),16384,4400,32395,"1,024 GB XPG GAMMIX S11 Pro",bgm_37
Fire Strike,1.1,10763,50.06,5203,10,14,Intel,30393,Core i9-10900KF Processor,FCLGA1200,96.49,96.49,125,September 25 2020,NVIDIA GeForce RTX 3080,2026,1174,47,2070,1,Approved ,27.21.14.5638,1188,45061,"Micro-Star International Co ., Ltd.",10240,224.2,173.97,64-bit Windows 10 (10.0.19041),16384,4600,32393,"2,000 GB Samsung SSD 970 EVO Plus 2TB",얄풍
Fire Strike,1.1,11734,54.58,5004,8,14,Intel,26178,Core i7-10700K Processor,FCLGA1200,83.11,83.11,125,September 19 2020,NVIDIA GeForce RTX 3080,1999,1225,59,2070,1,Approved ,27.21.14.5638,1225,45107,"Asustek Computer, Inc.",10240,224.75,173.96,64-bit Windows 10 (10.0.19041),16384,4100,32384,512 GB SAMSUNG MZVLB512HBJQ-00000,DarkAlice1492
Fire Strike,1.1,14525,67.56,4599,16,7,AMD,32257,Ryzen 9 3950X,AM4,102.41,102.41,105,September 21 2020,NVIDIA GeForce RTX 3080,1894,1187,75,1995,1,Approved ,27.21.14.5638,1188,38769,"Micro-Star International Co ., Ltd.",10240,189.74,151.64,64-bit Windows 10 (10.0.19041),32768,3198,32383,500 GB Seagate FireCuda 520 SSD ZP500GM30002,Chewibacca
Fire Strike,1.1,12087,56.22,5304,8,14,Intel,25691,Core i9-9900KS Processor,FCLGA1151,81.56,81.56,127,September 30 2020,NVIDIA GeForce RTX 3080,2028,1313,58,2070,1,Approved ,27.21.14.5655,1313,44722,"Asustek Computer, Inc.",10240,221.86,173.06,64-bit Windows 10 (10.0.18363),32768,4000,32381,500 GB Samsung SSD 970 EVO Plus 500GB,cjstkdhfkfl2
Fire Strike,1.1,11710,54.47,5002,8,14,Intel,26597,Core i9-9900K Processor,FCLGA1151,84.44,84.44,95,September 29 2020,NVIDIA GeForce RTX 3080,2012,1263,51,2070,1,Approved ,27.21.14.5655,1263,44899,"Micro-Star International Co ., Ltd.",10240,223.34,173.38,64-bit Windows 10 (10.0.19041),16384,3998,32379,500 GB Samsung SSD 850 EVO 500GB,jincosmos
Fire Strike,1.1,10871,50.57,5002,10,14,Intel,29643,Core i9-10900KF Processor,FCLGA1200,94.11,94.11,125,September 19 2020,NVIDIA GeForce RTX 3080,2020,1288,56,2085,1,Approved ,27.21.14.5638,1288,45112,"Asustek Computer, Inc.",10240,224.38,174.21,64-bit Windows 10 (10.0.19041),16384,4196,32378,512 GB SAMSUNG MZVLB512HBJQ-00000,0209kwon
Fire Strike,1.1,12254,57.0,5002,8,14,Intel,26009,Core i9-9900K Processor,FCLGA1151,82.57,82.57,95,September 24 2020,NVIDIA GeForce RTX 3080,1937,1188,59,1965,1,Approved ,27.21.14.5638,1188,44228,"Asustek Computer, Inc.",10240,221.44,169.93,64-bit Windows 10 (10.0.19041),32768,4000,32377,500 GB Samsung SSD 970 EVO 500GB,dennis_dydx
Fire Strike,1.1,10716,49.84,5002,10,14,Intel,30465,Core i9-10900KF Processor,FCLGA1200,96.72,96.72,125,September 19 2020,NVIDIA GeForce RTX 3080,1993,1288,44,2040,1,Approved ,27.21.14.5638,1288,45078,"Micro-Star International Co ., Ltd.",10240,224.77,173.75,64-bit Windows 10 (10.0.19041),16384,4398,32369,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,14989,69.72,4551,16,7,AMD,32566,Ryzen 9 3950X,AM4,103.39,103.39,105,September 18 2020,NVIDIA GeForce RTX 3080,1800,1188,40,1800,1,Approved ,27.21.14.5638,1188,38220,"Asustek Computer, Inc.",10240,189.34,148.06,64-bit Windows 10 (10.0.19041),32768,3598,32361,"2,048 GB ADATA SX8200PNP",chrissperl
Fire Strike,1.1,13281,61.77,4803,18,14,Intel,34056,Core i9-10980XE Extreme Edition Processor,LGA2066,108.12,108.12,165,September 27 2020,NVIDIA GeForce RTX 3080,1928,1188,57,1995,1,Approved ,27.21.14.5638,1188,39527,"Asustek Computer, Inc.",10240,183.97,161.25,64-bit Windows 10 (10.0.19041),65536,2134,32353,500 GB Seagate FireCuda 520 SSD ZP500GM30002,Changsan
Fire Strike,1.1,10958,50.97,5002,10,14,Intel,26519,Core i9-10900K Processor,FCLGA1200,84.19,84.19,125,September 29 2020,NVIDIA GeForce RTX 3080,2049,1313,48,2115,1,Approved ,27.21.14.5655,1313,46508,"Asustek Computer, Inc.",10240,231.6,179.43,64-bit Windows 10 (10.0.19041),16384,4496,32353,256 GB SAMSUNG MZVLB256HBHQ-00000,Show and Prove
Fire Strike,1.1,12067,56.13,5103,8,14,Intel,25914,Core i9-9900K Processor,FCLGA1151,82.27,82.27,95,September 24 2020,NVIDIA GeForce RTX 3080,1953,1188,59,1995,1,Approved ,27.21.14.5638,1188,44553,"Giga-Byte Technology Co., Ltd.",10240,222.46,171.54,64-bit Windows 10 (10.0.19041),16384,4266,32352,500 GB WDS500G3X0C-00SJG0,haudoncho
Fire Strike,1.1,10854,50.49,4990,8,14,Intel,26565,Core i9-9900KS Processor,FCLGA1151,84.33,84.33,127,September 24 2020,NVIDIA GeForce RTX 3080,2040,1313,45,2115,1,Approved ,27.21.14.5638,1313,46729,"Asustek Computer, Inc.",10240,234.16,179.43,64-bit Windows 10 (10.0.19041),16384,4388,32352,"1,024 GB ADATA SX8200PNP",osnet0
Fire Strike,1.1,12833,59.69,4401,8,7,AMD,25303,Ryzen 7 3800X,AM4,80.33,80.33,105,September 29 2020,NVIDIA GeForce RTX 3080,1997,1275,54,2040,1,Approved ,27.21.14.5655,1275,43622,"Asustek Computer, Inc.",10240,219.04,167.24,64-bit Windows 10 (10.0.19041),16384,3798,32348,512 GB NVMe SAMSUNG MZVLB512 SCSI Disk Device,풍뎅이
Fire Strike,1.1,11592,53.92,4902,8,14,Intel,26308,Core i7-10700K Processor,FCLGA1200,83.52,83.52,125,September 27 2020,NVIDIA GeForce RTX 3080,2012,1244,57,2070,1,Approved ,27.21.14.5638,1244,45216,"Asustek Computer, Inc.",10240,226.15,173.87,64-bit Windows 10 (10.0.19041),32768,4400,32346,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",pack
Fire Strike,1.1,11784,54.81,5004,8,14,Intel,26579,Core i9-9900K Processor,FCLGA1151,84.38,84.38,95,September 29 2020,NVIDIA GeForce RTX 3080,2016,1238,51,2085,1,Approved ,27.21.14.5655,1238,44666,"Micro-Star International Co ., Ltd.",10240,222.47,172.31,64-bit Windows 10 (10.0.19041),16384,4000,32340,500 GB Samsung SSD 850 EVO 500GB,jincosmos
Fire Strike,1.1,11724,54.53,5004,8,14,Intel,26748,Core i7-10700K Processor,FCLGA1200,84.92,84.92,125,September 29 2020,NVIDIA GeForce RTX 3080,1965,1188,47,2010,1,Approved ,27.21.14.5655,1188,44683,"Giga-Byte Technology Co., Ltd.",10240,224.33,171.32,64-bit Windows 10 (10.0.19041),16384,GB,32339,500 GB CT500MX500SSD1,kd3343kd
Fire Strike,1.1,10894,50.67,5002,10,14,Intel,26452,Core i9-10900K Processor,FCLGA1200,83.98,83.98,125,September 29 2020,NVIDIA GeForce RTX 3080,2068,1288,48,2130,1,Approved ,27.21.14.5655,1288,46654,"Asustek Computer, Inc.",10240,233.36,179.39,64-bit Windows 10 (10.0.19041),16384,4500,32335,256 GB SAMSUNG MZVLB256HBHQ-00000,Show and Prove
Fire Strike,1.1,11080,51.54,5002,10,14,Intel,29721,Core i9-10850K Processor,FCLGA1200,94.35,94.35,95,September 18 2020,NVIDIA GeForce RTX 3080,2008,1269,58,2055,1,Approved ,27.21.14.5638,1269,44499,"Asustek Computer, Inc.",10240,221.54,171.72,64-bit Windows 10 (10.0.19041),16384,3198,32334,"1,000 GB CT1000MX500SSD1",pSCL'
Fire Strike,1.1,10314,47.98,5002,10,14,Intel,30230,Core i9-10900KF Processor,FCLGA1200,95.97,95.97,125,September 21 2020,NVIDIA GeForce RTX 3080,2053,1288,42,2115,1,Approved ,27.21.14.5638,1288,46093,"Micro-Star International Co ., Ltd.",10240,229.6,177.8,64-bit Windows 10 (10.0.19041),16384,4400,32332,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,11148,51.85,5001,10,14,Intel,30619,Core i9-10900K Processor,FCLGA1200,97.2,97.2,125,September 25 2020,NVIDIA GeForce RTX 3080,1933,1175,55,1980,1,Approved ,27.21.14.5638,1188,43964,"Asustek Computer, Inc.",10240,219.66,169.19,64-bit Windows 10 (10.0.19041),16384,4500,32332,256 GB SAMSUNG MZVLB256HBHQ-00000,Show and Prove
Fire Strike,1.1,12434,57.84,4375,8,7,AMD,24864,Ryzen 7 3700X,AM4,78.94,78.94,65,September 28 2020,NVIDIA GeForce RTX 3080,2056,1300,49,2100,1,Approved ,27.21.14.5638,1300,44499,"Asustek Computer, Inc.",10240,223.27,170.69,64-bit Windows 10 (10.0.18363),16384,3798,32331,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Oneirogen_
Fire Strike,1.1,12756,59.33,4401,8,7,AMD,26308,Ryzen 7 3800X,AM4,83.52,83.52,105,September 29 2020,NVIDIA GeForce RTX 3080,1998,1188,53,2025,1,Approved ,27.21.14.5655,1188,43124,"Asustek Computer, Inc.",10240,215.96,165.66,64-bit Windows 10 (10.0.19041),16384,3798,32328,512 GB NVMe SAMSUNG MZVLB512 SCSI Disk Device,풍뎅이
Fire Strike,1.1,11810,54.93,4802,8,14,Intel,25341,Core i7-10700K Processor,FCLGA1200,80.45,80.45,125,September 29 2020,NVIDIA GeForce RTX 3080,1998,1300,51,2130,1,Approved ,27.21.14.5655,1300,45320,Palit Microsystems Ltd.,10240,224.99,175.28,64-bit Windows 10 (10.0.19041),16384,4100,32325,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",yooonkeunho
Fire Strike,1.1,12327,57.34,5002,8,14,Intel,26639,Core i7-10700K Processor,FCLGA1200,84.57,84.57,125,September 27 2020,NVIDIA GeForce RTX 3080,1909,1250,65,1995,1,Approved ,27.21.14.5638,1250,43607,ZOTAC,10240,218.11,167.68,64-bit Windows 10 (10.0.18363),16384,4500,32318,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",대한민국
Fire Strike,1.1,11298,52.55,5002,8,14,Intel,26897,Core i7-10700K Processor,FCLGA1200,85.39,85.39,125,September 27 2020,NVIDIA GeForce RTX 3080,1991,1236,47,2025,1,Approved ,27.21.14.5638,1249,45403,"Giga-Byte Technology Co., Ltd.",10240,226.2,175.12,64-bit Windows 10 (10.0.19041),16384,4198,32313,500 GB CT500MX500SSD1,kd3343kd
Fire Strike,1.1,12016,55.89,4902,8,14,Intel,26314,Core i7-10700K Processor,FCLGA1200,83.54,83.54,125,September 22 2020,NVIDIA GeForce RTX 3080,1970,1188,55,2025,1,Approved ,27.21.14.5638,1188,44305,"Asustek Computer, Inc.",10240,222.0,170.13,64-bit Windows 10 (10.0.18363),16384,4000,32309,"1,024 GB HP SSD EX920 1TB",Jamesbound
Fire Strike,1.1,10512,48.89,5203,10,14,Intel,31305,Core i9-10900K Processor,FCLGA1200,99.38,99.38,125,September 20 2020,NVIDIA GeForce RTX 3080,2044,1263,50,2100,1,Approved ,27.21.14.5638,1263,45050,"Giga-Byte Technology Co., Ltd.",10240,223.96,174.05,64-bit Windows 10 (10.0.18363),32768,3998,32307,500 GB Force MP600,ITRaidDE
Fire Strike,1.1,10620,49.4,5002,10,14,Intel,30172,Core i9-10900K Processor,FCLGA1200,95.79,95.79,125,September 30 2020,NVIDIA GeForce RTX 3080,2085,1250,54,2130,1,Approved ,27.21.14.5655,1250,45261,"Micro-Star International Co ., Ltd.",10240,224.17,175.37,64-bit Windows 10 (10.0.19041),32768,3998,32301,512 GB Samsung SSD 970 PRO 512GB,Gloomy1101
Fire Strike,1.1,9942,46.25,5002,10,14,Intel,30558,Core i9-10850K Processor,FCLGA1200,97.01,97.01,95,September 17 2020,NVIDIA GeForce RTX 3080,2086,1288,50,2145,1,Approved ,27.21.14.5616,1288,46883,NVidia Corporation,10240,235.25,179.83,64-bit Windows 10 (10.0.19041),32768,3198,32295,"2,048 GB Viper M.2 VPN100",N/A
Fire Strike,1.1,10616,49.38,5002,10,14,Intel,30031,Core i9-10900KF Processor,FCLGA1200,95.34,95.34,125,September 28 2020,NVIDIA GeForce RTX 3080,1974,1363,45,2010,1,Approved ,27.21.14.5638,1363,45316,"Micro-Star International Co ., Ltd.",10240,227.27,173.89,64-bit Windows 10 (10.0.19041),16384,4398,32294,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,11017,51.25,5001,10,14,Intel,30684,Core i9-10850K Processor,FCLGA1200,97.41,97.41,95,September 22 2020,NVIDIA GeForce RTX 3080,1982,1188,63,2025,1,Approved ,27.21.14.5638,1188,44092,"Giga-Byte Technology Co., Ltd.",10240,219.17,170.36,64-bit Windows 10 (10.0.19041),16384,4000,32283,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",North Army
Fire Strike,1.1,10719,49.86,5002,10,14,Intel,30719,Core i9-10900KF Processor,FCLGA1200,97.52,97.52,125,September 19 2020,NVIDIA GeForce RTX 3080,1970,1288,45,2010,1,Approved ,27.21.14.5638,1288,44737,"Micro-Star International Co ., Ltd.",10240,223.35,172.27,64-bit Windows 10 (10.0.19041),16384,4398,32282,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,10595,49.28,5002,10,14,Intel,30301,Core i9-10900KF Processor,FCLGA1200,96.2,96.2,125,September 27 2020,NVIDIA GeForce RTX 3080,1967,1363,45,2010,1,Approved ,27.21.14.5638,1363,45212,"Micro-Star International Co ., Ltd.",10240,226.44,173.67,64-bit Windows 10 (10.0.19041),16384,4400,32281,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,10608,49.34,5002,10,14,Intel,30499,Core i9-10900KF Processor,FCLGA1200,96.82,96.82,125,September 26 2020,NVIDIA GeForce RTX 3080,1969,1363,48,1995,1,Approved ,27.21.14.5638,1363,45091,"Micro-Star International Co ., Ltd.",10240,224.71,173.87,64-bit Windows 10 (10.0.19041),16384,4396,32280,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,11638,54.13,4990,8,14,Intel,26662,Core i9-9900KS Processor,FCLGA1151,84.64,84.64,127,September 24 2020,NVIDIA GeForce RTX 3080,1936,1174,45,1995,1,Approved ,27.21.14.5638,1188,44737,"Asustek Computer, Inc.",10240,224.61,171.53,64-bit Windows 10 (10.0.19041),16384,4388,32275,"1,024 GB ADATA SX8200PNP",osnet0
Fire Strike,1.1,12036,55.99,5004,8,14,Intel,26989,Core i7-10700K Processor,FCLGA1200,85.68,85.68,125,September 27 2020,NVIDIA GeForce RTX 3080,1934,1238,61,1995,1,Approved ,27.21.14.5638,1238,43797,ZOTAC,10240,219.52,168.14,64-bit Windows 10 (10.0.18363),16384,4500,32267,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",대한민국
Fire Strike,1.1,10746,49.98,5002,10,14,Intel,30528,Core i9-10900KF Processor,FCLGA1200,96.92,96.92,125,September 19 2020,NVIDIA GeForce RTX 3080,1969,1288,45,2010,1,Approved ,27.21.14.5638,1288,44715,"Micro-Star International Co ., Ltd.",10240,223.24,172.18,64-bit Windows 10 (10.0.19041),16384,4398,32266,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,11080,51.54,5002,10,14,Intel,30496,Core i9-10900KF Processor,FCLGA1200,96.82,96.82,125,September 20 2020,NVIDIA GeForce RTX 3080,1966,1188,56,2010,1,Approved ,27.21.14.5638,1188,43992,"Asustek Computer, Inc.",10240,218.57,170.03,64-bit Windows 10 (10.0.19041),16384,4198,32265,512 GB SAMSUNG MZVLB512HBJQ-00000,0209kwon
Fire Strike,1.1,10326,48.03,5002,10,14,Intel,30031,Core i9-10900KF Processor,FCLGA1200,95.34,95.34,125,September 20 2020,NVIDIA GeForce RTX 3080,2055,1288,42,2130,1,Approved ,27.21.14.5638,1288,45971,"Micro-Star International Co ., Ltd.",10240,228.57,177.58,64-bit Windows 10 (10.0.19041),16384,4400,32264,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,11628,54.08,5002,8,14,Intel,26622,Core i7-10700K Processor,FCLGA1200,84.51,84.51,125,September 22 2020,NVIDIA GeForce RTX 3080,1982,1188,60,2055,1,Approved ,27.21.14.5638,1188,44745,"Micro-Star International Co ., Ltd.",10240,223.81,172.05,64-bit Windows 10 (10.0.19041),16384,4398,32262,500 GB WDC  WDS500G2B0B-00YS70,kimchol4141
Fire Strike,1.1,10458,48.64,5308,10,14,Intel,31442,Core i9-10900K Processor,FCLGA1200,99.82,99.82,125,September 22 2020,NVIDIA GeForce RTX 3080,2005,1298,50,2070,1,Approved ,27.21.14.5638,1300,44983,"Asustek Computer, Inc.",10240,224.34,173.36,64-bit Windows 10 (10.0.19041),16384,4404,32252,"1,024 GB ADATA SX8200PNP",raufzero
Fire Strike,1.1,10623,49.41,5002,10,14,Intel,30549,Core i9-10900KF Processor,FCLGA1200,96.98,96.98,125,September 21 2020,NVIDIA GeForce RTX 3080,2006,1238,56,2085,1,Approved ,27.21.14.5638,1238,44956,"Asustek Computer, Inc.",10240,224.25,173.23,64-bit Windows 10 (10.0.19041),16384,4200,32251,512 GB SAMSUNG MZVLB512HBJQ-00000,0209kwon
Fire Strike,1.1,9991,46.47,5203,10,14,Intel,31232,Core i9-10900KF Processor,FCLGA1200,99.15,99.15,125,September 25 2020,NVIDIA GeForce RTX 3080,2019,1338,48,2085,1,Approved ,27.21.14.5638,1338,46301,"Micro-Star International Co ., Ltd.",10240,230.66,178.59,64-bit Windows 10 (10.0.19041),16384,4600,32247,"2,000 GB Samsung SSD 970 EVO Plus 2TB",얄풍
Fire Strike,1.1,11590,53.91,5026,8,14,Intel,24999,Core i9-9900K Processor,FCLGA1151,79.36,79.36,95,September 28 2020,NVIDIA GeForce RTX 3080,2091,1250,51,2145,1,Approved ,27.21.14.5655,1250,45763,"Giga-Byte Technology Co., Ltd.",10240,228.27,176.34,64-bit Windows 10 (10.0.18363),32768,3214,32240,"2,048 GB Micron_1100_MTFDDAK2T0TBN",leehochi
Fire Strike,1.1,10542,49.03,5002,10,14,Intel,30047,Core i9-10900KF Processor,FCLGA1200,95.39,95.39,125,September 27 2020,NVIDIA GeForce RTX 3080,1964,1363,46,2010,1,Approved ,27.21.14.5638,1363,45345,"Micro-Star International Co ., Ltd.",10240,226.17,174.74,64-bit Windows 10 (10.0.19041),16384,4400,32239,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,10020,46.61,5002,10,14,Intel,30654,Core i9-10900KF Processor,FCLGA1200,97.32,97.32,125,September 28 2020,NVIDIA GeForce RTX 3080,2055,1363,44,2115,1,Approved ,27.21.14.5655,1363,46452,"Micro-Star International Co ., Ltd.",10240,231.85,178.91,64-bit Windows 10 (10.0.19041),16384,4400,32238,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,11360,52.84,5201,10,14,Intel,31528,Core i9-10900K Processor,FCLGA1200,100.09,100.09,125,September 20 2020,NVIDIA GeForce RTX 3080,1937,1188,64,2070,1,Approved ,27.21.14.5638,1188,42957,Palit Microsystems Ltd.,10240,213.23,166.16,64-bit Windows 10 (10.0.19041),32768,3200,32237,"1,000 GB Samsung SSD 970 EVO Plus 1TB",nanagana
Fire Strike,1.1,10684,49.7,5002,10,14,Intel,30631,Core i9-10900KF Processor,FCLGA1200,97.24,97.24,125,September 19 2020,NVIDIA GeForce RTX 3080,1974,1288,43,2025,1,Approved ,27.21.14.5638,1288,44735,"Micro-Star International Co ., Ltd.",10240,223.98,171.88,64-bit Windows 10 (10.0.19041),16384,4398,32234,"1,024 GB ADATA SX8200PNP",TOWA ERIO
